"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 22 00:40:32 CST 2021","Mon Mar 22 00:41:13 CST 2021","40603","testcase","test_contact","TestContact","","","test_edit_contact","
            1.进入搜索页面
            2.查找姓名 contact_search_name
            3.进入个人信息,修改 _update_data
            "
